"","Organism","Kingdom","Phylum","Class","Groups","mDAG_Id","Full_Name","Freq_Phylum","Freq_Class","clust4_MSA","clust4_Mun","combined_cluster_MSA_Kingdom","combined_cluster_Mun_Kingdom"
"641","ztr","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0076","Zymoseptoria tritici",113,11,3,3,"Fungi3","Fungi3"
"642","bfu","Fungi","Ascomycetes","Leotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0579","Botrytis cinerea (Gray mold)",113,5,3,3,"Fungi3","Fungi3"
"643","glz","Fungi","Ascomycetes","Leotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0025","Glarea lozoyensis",113,5,3,3,"Fungi3","Fungi3"
"644","mbe","Fungi","Ascomycetes","Leotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0660","Drepanopeziza brunnea",113,5,3,3,"Fungi3","Fungi3"
"645","psco","Fungi","Ascomycetes","Leotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0680","Mollisia scopiformis",113,5,3,3,"Fungi3","Fungi3"
"646","ssl","Fungi","Ascomycetes","Leotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0719","Sclerotinia sclerotiorum",113,5,3,3,"Fungi3","Fungi3"
"647","tml","Fungi","Ascomycetes","Pezizomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0162","Tuber melanosporum",113,1,3,3,"Fungi3","Fungi3"
"648","spo","Fungi","Ascomycetes","Schizosaccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0688","Schizosaccharomyces pombe (fission yeast)",113,1,3,3,"Fungi3","Fungi3"
"649","abp","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0068","Agaricus bisporus var. burnettii JB137-S8",36,36,3,3,"Fungi3","Fungi3"
"650","abv","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0073","Agaricus bisporus var. bisporus H97",36,36,3,3,"Fungi3","Fungi3"
"651","adl","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0094","Auricularia subglabra",36,36,3,3,"Fungi3","Fungi3"
"652","cci","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0002","Coprinopsis cinerea",36,36,3,3,"Fungi3","Fungi3"
"653","cgi","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0079","Cryptococcus gattii",36,36,3,3,"Fungi3","Fungi3"
"654","cnb","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0204","Cryptococcus neoformans var. neoformans B-3501A",36,36,3,3,"Fungi3","Fungi3"
"655","cne","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0209","Cryptococcus neoformans var. neoformans JEC21",36,36,3,3,"Fungi3","Fungi3"
"656","cng","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0212","Cryptococcus neoformans var. grubii H99",36,36,3,3,"Fungi3","Fungi3"
"657","cput","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0523","Coniophora puteana",36,36,3,3,"Fungi3","Fungi3"
"658","dsq","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0704","Dichomitus squalens",36,36,3,3,"Fungi3","Fungi3"
"659","fme","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0567","Fomitiporia mediterranea",36,36,3,3,"Fungi3","Fungi3"
"660","gtr","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0176","Gloeophyllum trabeum",36,36,3,3,"Fungi3","Fungi3"
"661","hir","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0488","Heterobasidion irregulare",36,36,3,3,"Fungi3","Fungi3"
"662","lbc","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0264","Laccaria bicolor",36,36,3,3,"Fungi3","Fungi3"
"663","mgl","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0722","Malassezia globosa",36,36,3,3,"Fungi3","Fungi3"
"664","mlr","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0768","Melampsora larici-populina",36,36,3,3,"Fungi3","Fungi3"
"665","more","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0477","Marasmius oreades (fairy-ring mushroom)",36,36,3,3,"Fungi3","Fungi3"
"666","mpr","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0808","Moniliophthora perniciosa",36,36,3,3,"Fungi3","Fungi3"
"667","mrr","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0828","Moniliophthora roreri",36,36,3,3,"Fungi3","Fungi3"
"668","mrt","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0829","Malassezia restricta",36,36,3,3,"Fungi3","Fungi3"
"669","msym","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0433","Malassezia sympodialis",36,36,3,3,"Fungi3","Fungi3"
"670","pco","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0133","Phanerochaete carnosa",36,36,3,3,"Fungi3","Fungi3"
"671","pcub","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0528","Psilocybe cubensis (magic mushroom)",36,36,3,3,"Fungi3","Fungi3"
"672","pfp","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0190","Pseudozyma flocculosa",36,36,3,3,"Fungi3","Fungi3"
"673","pgr","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0207","Puccinia graminis",36,36,3,3,"Fungi3","Fungi3"
"674","ppl","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0366","Postia placenta",36,36,3,3,"Fungi3","Fungi3"
"675","psq","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0409","Punctularia strigosozonata",36,36,3,3,"Fungi3","Fungi3"
"676","scm","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0541","Schizophyllum commune",36,36,3,3,"Fungi3","Fungi3"
"677","shs","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0585","Stereum hirsutum",36,36,3,3,"Fungi3","Fungi3"
"678","sla","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0630","Serpula lacrymans",36,36,3,3,"Fungi3","Fungi3"
"679","tasa","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0643","Trichosporon asahii var. asahii",36,36,3,3,"Fungi3","Fungi3"
"680","tms","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0169","Tremella mesenterica",36,36,3,3,"Fungi3","Fungi3"
"681","tvs","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0344","Trametes versicolor",36,36,3,3,"Fungi3","Fungi3"
"682","uma","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0590","Ustilago maydis",36,36,3,3,"Fungi3","Fungi3"
"683","wic","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0514","Wallemia ichthyophaga",36,36,3,3,"Fungi3","Fungi3"
"684","wse","Fungi","Basidiomycetes","Basidiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0621","Wallemia mellicola",36,36,3,3,"Fungi3","Fungi3"
"685","ecu","Fungi","Microsporidians","Microsporidians","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0844","Encephalitozoon cuniculi",5,5,3,3,"Fungi3","Fungi3"
"686","ehe","Fungi","Microsporidians","Microsporidians","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0015","Encephalitozoon hellem",5,5,3,3,"Fungi3","Fungi3"
"687","ein","Fungi","Microsporidians","Microsporidians","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0039","Encephalitozoon intestinalis",5,5,3,3,"Fungi3","Fungi3"
"688","ero","Fungi","Microsporidians","Microsporidians","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0220","Encephalitozoon romaleae",5,5,3,3,"Fungi3","Fungi3"
"689","nce","Fungi","Microsporidians","Microsporidians","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0201","Nosema ceranae",5,5,3,3,"Fungi3","Fungi3"
"690","adu","Plants","Eudicots","Pea","Cluster 4","0109","Arachis duranensis",98,17,4,4,"Plants4","Plants4"
"691","ahf","Plants","Eudicots","Pea","Cluster 4","0172","Arachis hypogaea (peanut)",98,17,4,4,"Plants4","Plants4"
"692","aip","Plants","Eudicots","Pea","Cluster 4","0196","Arachis ipaensis",98,17,4,4,"Plants4","Plants4"
"693","aprc","Plants","Eudicots","Pea","Cluster 4","0379","Abrus precatorius (Indian licorice)",98,17,4,4,"Plants4","Plants4"
"694","cam","Plants","Eudicots","Pea","Cluster 4","0864","Cicer arietinum (chickpea)",98,17,4,4,"Plants4","Plants4"
"695","ccaj","Plants","Eudicots","Pea","Cluster 4","0093","Cajanus cajan (pigeon pea)",98,17,4,4,"Plants4","Plants4"
"696","gmx","Plants","Eudicots","Pea","Cluster 4","0046","Glycine max (soybean)",98,17,4,4,"Plants4","Plants4"
"697","gsj","Plants","Eudicots","Pea","Cluster 4","0153","Glycine soja (wild soybean)",98,17,4,4,"Plants4","Plants4"
"698","lang","Plants","Eudicots","Pea","Cluster 4","0306","Lupinus angustifolius (narrow-leaved blue lupine)",98,17,4,4,"Plants4","Plants4"
"699","lja","Plants","Eudicots","Pea","Cluster 4","0395","Lotus japonicus",98,17,4,4,"Plants4","Plants4"
"700","mtr","Plants","Eudicots","Pea","Cluster 4","0851","Medicago truncatula (barrel medic)",98,17,4,4,"Plants4","Plants4"
"701","psat","Plants","Eudicots","Pea","Cluster 4","0642","Pisum sativum (pea)",98,17,4,4,"Plants4","Plants4"
"702","pvu","Plants","Eudicots","Pea","Cluster 4","0447","Phaseolus vulgaris (common bean)",98,17,4,4,"Plants4","Plants4"
"703","tpra","Plants","Eudicots","Pea","Cluster 4","0682","Trifolium pratense (red clover)",98,17,4,4,"Plants4","Plants4"
"704","var","Plants","Eudicots","Pea","Cluster 4","0805","Vigna angularis (adzuki bean)",98,17,4,4,"Plants4","Plants4"
"705","vra","Plants","Eudicots","Pea","Cluster 4","0175","Vigna radiata (mung bean)",98,17,4,4,"Plants4","Plants4"
"706","vun","Plants","Eudicots","Pea","Cluster 4","0245","Vigna unguiculata (cowpea)",98,17,4,4,"Plants4","Plants4"
"707","aly","Plants","Eudicots","Mustard","Cluster 4","0266","Arabidopsis lyrata (lyrate rockcress)",98,9,4,4,"Plants4","Plants4"
"708","ath","Plants","Eudicots","Mustard","Cluster 4","0384","Arabidopsis thaliana (thale cress)",98,9,4,4,"Plants4","Plants4"
"709","bna","Plants","Eudicots","Mustard","Cluster 4","0672","Brassica napus (rape)",98,9,4,4,"Plants4","Plants4"
"710","boe","Plants","Eudicots","Mustard","Cluster 4","0696","Brassica oleracea (wild cabbage)",98,9,4,4,"Plants4","Plants4"
"711","brp","Plants","Eudicots","Mustard","Cluster 4","0729","Brassica rapa (field mustard)",98,9,4,4,"Plants4","Plants4"
"712","crb","Plants","Eudicots","Mustard","Cluster 4","0294","Capsella rubella (pink shepherd's-purse)",98,9,4,4,"Plants4","Plants4"
"713","csat","Plants","Eudicots","Mustard","Cluster 4","0569","Camelina sativa (false flax)",98,9,4,4,"Plants4","Plants4"
"714","eus","Plants","Eudicots","Mustard","Cluster 4","0280","Eutrema salsugineum (saltwater cress)",98,9,4,4,"Plants4","Plants4"
"715","rsz","Plants","Eudicots","Mustard","Cluster 4","0356","Raphanus sativus (radish)",98,9,4,4,"Plants4","Plants4"
"716","cann","Plants","Eudicots","Nightshade","Cluster 4","0399","Capsicum annuum (peppers)",98,9,4,4,"Plants4","Plants4"
"717","nau","Plants","Eudicots","Nightshade","Cluster 4","0174","Nicotiana attenuata (coyote tobacco)",98,9,4,4,"Plants4","Plants4"
"718","nsy","Plants","Eudicots","Nightshade","Cluster 4","0466","Nicotiana sylvestris (wood tobacco)",98,9,4,4,"Plants4","Plants4"
"719","nta","Plants","Eudicots","Nightshade","Cluster 4","0468","Nicotiana tabacum (common tobacco)",98,9,4,4,"Plants4","Plants4"
"720","nto","Plants","Eudicots","Nightshade","Cluster 4","0479","Nicotiana tomentosiformis",98,9,4,4,"Plants4","Plants4"
"721","sly","Plants","Eudicots","Nightshade","Cluster 4","0640","Solanum lycopersicum (tomato)",98,9,4,4,"Plants4","Plants4"
"722","sot","Plants","Eudicots","Nightshade","Cluster 4","0679","Solanum tuberosum (potato)",98,9,4,4,"Plants4","Plants4"
"723","spen","Plants","Eudicots","Nightshade","Cluster 4","0882","Solanum pennellii",98,9,4,4,"Plants4","Plants4"
"724","sstn","Plants","Eudicots","Nightshade","Cluster 4","0610","Solanum stenotomum",98,9,4,4,"Plants4","Plants4"
"725","fve","Plants","Eudicots","Rose","Cluster 4","0673","Fragaria vesca (woodland strawberry)",98,8,4,4,"Plants4","Plants4"
"726","mdm","Plants","Eudicots","Rose","Cluster 4","0693","Malus domestica (apple)",98,8,4,4,"Plants4","Plants4"
"727","pavi","Plants","Eudicots","Rose","Cluster 4","0554","Prunus avium (sweet cherry)",98,8,4,4,"Plants4","Plants4"
"728","pdul","Plants","Eudicots","Rose","Cluster 4","0856","Prunus dulcis (almond)",98,8,4,4,"Plants4","Plants4"
"729","pmum","Plants","Eudicots","Rose","Cluster 4","0217","Prunus mume (Japanese apricot)",98,8,4,4,"Plants4","Plants4"
"730","pper","Plants","Eudicots","Rose","Cluster 4","0387","Prunus persica (peach)",98,8,4,4,"Plants4","Plants4"
"731","pxb","Plants","Eudicots","Rose","Cluster 4","0469","Pyrus x bretschneideri (Chinese white pear)",98,8,4,4,"Plants4","Plants4"
"732","rcn","Plants","Eudicots","Rose","Cluster 4","0050","Rosa chinensis (China rose)",98,8,4,4,"Plants4","Plants4"
"733","bhj","Plants","Eudicots","Cucumber","Cluster 4","0604","Benincasa hispida (wax gourd)",98,7,4,4,"Plants4","Plants4"
"734","cmax","Plants","Eudicots","Cucumber","Cluster 4","0721","Cucurbita maxima (winter squash)",98,7,4,4,"Plants4","Plants4"
"735","cmo","Plants","Eudicots","Cucumber","Cluster 4","0194","Cucumis melo (muskmelon)",98,7,4,4,"Plants4","Plants4"
"736","cmos","Plants","Eudicots","Cucumber","Cluster 4","0872","Cucurbita moschata (crookneck pumpkin)",98,7,4,4,"Plants4","Plants4"
"737","cpep","Plants","Eudicots","Cucumber","Cluster 4","0319","Cucurbita pepo subsp. pepo (vegetable marrow)",98,7,4,4,"Plants4","Plants4"
"738","csv","Plants","Eudicots","Cucumber","Cluster 4","0326","Cucumis sativus (cucumber)",98,7,4,4,"Plants4","Plants4"
"739","mcha","Plants","Eudicots","Cucumber","Cluster 4","0638","Momordica charantia (bitter melon)",98,7,4,4,"Plants4","Plants4"
"740","dzi","Plants","Eudicots","Mallow","Cluster 4","0758","Durio zibethinus (durian)",98,5,4,4,"Plants4","Plants4"
"741","gab","Plants","Eudicots","Mallow","Cluster 4","0774","Gossypium arboreum (tree cotton)",98,5,4,4,"Plants4","Plants4"
"742","ghi","Plants","Eudicots","Mallow","Cluster 4","0850","Gossypium hirsutum (upland cotton)",98,5,4,4,"Plants4","Plants4"
"743","gra","Plants","Eudicots","Mallow","Cluster 4","0131","Gossypium raimondii",98,5,4,4,"Plants4","Plants4"
"744","tcc","Plants","Eudicots","Mallow","Cluster 4","0869","Theobroma cacao (cacao)",98,5,4,4,"Plants4","Plants4"
"745","ccav","Plants","Eudicots","Daisy","Cluster 4","0113","Cynara cardunculus var. scolymus (artichoke)",98,4,4,4,"Plants4","Plants4"
"746","ecad","Plants","Eudicots","Daisy","Cluster 4","0226","Erigeron canadensis (horseweed)",98,4,4,4,"Plants4","Plants4"
"747","han","Plants","Eudicots","Daisy","Cluster 4","0385","Helianthus annuus (common sunflower)",98,4,4,4,"Plants4","Plants4"
"748","lsv","Plants","Eudicots","Daisy","Cluster 4","0512","Lactuca sativa (garden lettuce)",98,4,4,4,"Plants4","Plants4"
"749","hbr","Plants","Eudicots","Spurge","Cluster 4","0404","Hevea brasiliensis (rubber tree)",98,4,4,4,"Plants4","Plants4"
"750","jcu","Plants","Eudicots","Spurge","Cluster 4","0357","Jatropha curcas (Barbados nut)",98,4,4,4,"Plants4","Plants4"
"751","mesc","Plants","Eudicots","Spurge","Cluster 4","0711","Manihot esculenta (cassava)",98,4,4,4,"Plants4","Plants4"
"752","rcu","Plants","Eudicots","Spurge","Cluster 4","0059","Ricinus communis (castor bean)",98,4,4,4,"Plants4","Plants4"
"753","bvg","Plants","Eudicots","Amaranth","Cluster 4","0760","Beta vulgaris (sugar beet)",98,3,4,4,"Plants4","Plants4"
"754","cqi","Plants","Eudicots","Amaranth","Cluster 4","0275","Chenopodium quinoa (quinoa)",98,3,4,4,"Plants4","Plants4"
"755","soe","Plants","Eudicots","Amaranth","Cluster 4","0666","Spinacia oleracea (spinach)",98,3,4,4,"Plants4","Plants4"
"756","palz","Plants","Eudicots","Willow","Cluster 4","0435","Populus alba (white poplar)",98,3,4,4,"Plants4","Plants4"
"757","peu","Plants","Eudicots","Willow","Cluster 4","0173","Populus euphratica (Euphrates poplar)",98,3,4,4,"Plants4","Plants4"
"758","pop","Plants","Eudicots","Willow","Cluster 4","0351","Populus trichocarpa (black cottonwood)",98,3,4,4,"Plants4","Plants4"
"759","qlo","Plants","Eudicots","Beech","Cluster 4","0690","Quercus lobata (valley oak)",98,2,4,4,"Plants4","Plants4"
"760","qsu","Plants","Eudicots","Beech","Cluster 4","0759","Quercus suber (cork oak)",98,2,4,4,"Plants4","Plants4"
"761","vri","Plants","Eudicots","Grape","Cluster 4","0182","Vitis riparia (riverbank grape)",98,2,4,4,"Plants4","Plants4"
"762","vvi","Plants","Eudicots","Grape","Cluster 4","0259","Vitis vinifera (wine grape)",98,2,4,4,"Plants4","Plants4"
"763","ini","Plants","Eudicots","Morning","Cluster 4","0875","Ipomoea nil (Japanese morning glory)",98,2,4,4,"Plants4","Plants4"
"764","itr","Plants","Eudicots","Morning","Cluster 4","0092","Ipomoea triloba (trilobed morning glory)",98,2,4,4,"Plants4","Plants4"
"765","ming","Plants","Eudicots","Protea","Cluster 4","0560","Macadamia integrifolia (macadamia nut)",98,2,4,4,"Plants4","Plants4"
"766","tss","Plants","Eudicots","Protea","Cluster 4","0297","Telopea speciosissima (New South Wales waratah)",98,2,4,4,"Plants4","Plants4"
"767","cic","Plants","Eudicots","Rue","Cluster 4","0116","Citrus clementina (mandarin orange)",98,2,4,4,"Plants4","Plants4"
"768","cit","Plants","Eudicots","Rue","Cluster 4","0129","Citrus sinensis (Valencia orange)",98,2,4,4,"Plants4","Plants4"
"769","minc","Plants","Eudicots","Sumac","Cluster 4","0558","Mangifera indica (mango)",98,2,4,4,"Plants4","Plants4"
"770","pvy","Plants","Eudicots","Sumac","Cluster 4","0451","Pistacia vera (pistachio)",98,2,4,4,"Plants4","Plants4"
"771","cill","Plants","Eudicots","Walnut","Cluster 4","0037","Carya illinoinensis (pecan)",98,2,4,4,"Plants4","Plants4"
"772","jre","Plants","Eudicots","Walnut","Cluster 4","0540","Juglans regia (English walnut)",98,2,4,4,"Plants4","Plants4"
"773","apan","Plants","Eudicots","Acanthus","Cluster 4","0104","Andrographis paniculata",98,1,4,4,"Plants4","Plants4"
"774","twl","Plants","Eudicots","Bittersweet","Cluster 4","0348","Tripterygium wilfordii (thunder duke vine)",98,1,4,4,"Plants4","Plants4"
"775","zju","Plants","Eudicots","Buckthorn","Cluster 4","0813","Ziziphus jujuba (Chinese jujube)",98,1,4,4,"Plants4","Plants4"
"776","thj","Plants","Eudicots","Caper","Cluster 4","0074","Tarenaya hassleriana (spider flower)",98,1,4,4,"Plants4","Plants4"
"777","egt","Plants","Eudicots","Lopseed","Cluster 4","0009","Erythranthe guttata (spotted monkey flower)",98,1,4,4,"Plants4","Plants4"
"778","nnu","Plants","Eudicots","Lotus","Cluster 4","0400","Nelumbo nucifera (sacred lotus)",98,1,4,4,"Plants4","Plants4"
"779","sspl","Plants","Eudicots","Mint","Cluster 4","0562","Salvia splendens (scarlet sage)",98,1,4,4,"Plants4","Plants4"
"780","mnt","Plants","Eudicots","Mulberry","Cluster 4","0790","Morus notabilis",98,1,4,4,"Plants4","Plants4"
"781","egr","Plants","Eudicots","Myrtle","Cluster 4","0006","Eucalyptus grandis (rose gum)",98,1,4,4,"Plants4","Plants4"
"782","oeu","Plants","Eudicots","Olive","Cluster 4","0651","Olea europaea var. sylvestris (wild olive)",98,1,4,4,"Plants4","Plants4"
"783","cpap","Plants","Eudicots","Papaya","Cluster 4","0230","Carica papaya (papaya)",98,1,4,4,"Plants4","Plants4"
"784","dcr","Plants","Eudicots","Parsley","Cluster 4","0517","Daucus carota (carrot)",98,1,4,4,"Plants4","Plants4"
"785","psom","Plants","Eudicots","Poppy","Cluster 4","0799","Papaver somniferum (opium poppy)",98,1,4,4,"Plants4","Plants4"
"786","sind","Plants","Eudicots","Sesame","Cluster 4","0770","Sesamum indicum (sesame)",98,1,4,4,"Plants4","Plants4"
"787","csin","Plants","Eudicots","Tea","Cluster 4","0698","Camellia sinensis (tea plant)",98,1,4,4,"Plants4","Plants4"
"788","ats","Plants","Monocots","Grass","Cluster 4","0393","Aegilops tauschii (wheat D)",23,16,4,4,"Plants4","Plants4"
"789","bdi","Plants","Monocots","Grass","Cluster 4","0561","Brachypodium distachyon (stiff brome)",23,16,4,4,"Plants4","Plants4"
"790","dosa","Plants","Monocots","Grass","Cluster 4","0548","Oryza sativa japonica (Japanese rice) (RAPDB)",23,16,4,4,"Plants4","Plants4"
"791","lper","Plants","Monocots","Grass","Cluster 4","0156","Lolium perenne (perennial ryegrass)",23,16,4,4,"Plants4","Plants4"
"792","obr","Plants","Monocots","Grass","Cluster 4","0616","Oryza brachyantha (malo sina)",23,16,4,4,"Plants4","Plants4"
"793","ogl","Plants","Monocots","Grass","Cluster 4","0674","Oryza glaberrima (African rice)",23,16,4,4,"Plants4","Plants4"
"794","osa","Plants","Monocots","Grass","Cluster 4","0791","Oryza sativa japonica (Japanese rice) (RefSeq)",23,16,4,4,"Plants4","Plants4"
"795","phai","Plants","Monocots","Grass","Cluster 4","0537","Panicum hallii (Hall's panicgrass)",23,16,4,4,"Plants4","Plants4"
"796","pvir","Plants","Monocots","Grass","Cluster 4","0252","Panicum virgatum (switchgrass)",23,16,4,4,"Plants4","Plants4"
